text	label
"@USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER really And then"" WHERE in the WORLD does Antifa fit into wacked out Birdlandia? And boy oh boy Birdsize also apparently believes the notion that there are people who actually ""deny climate""  I kid you not! I think Rod Serling's coming to escort Birdbrain back to 'the zone'"""	NOT
A night with @USER \u263a	NOT
@USER you got madden 25?	NOT
Well both of the teachers are weird I guess you can say	NOT
Abc news Going to California . Cold outside and California Dreaming. Bye for awhile.	NOT
@USER We'd more than likely never hear about it. Like the 4 gangbangers that beat the white guy to death in Georgia a week ago.	OFF
I feel bad that I'm not tje daughter she deserves to have..	NOT
You said that you didn't want to be another dumbass &amp;' not realize what they could've had! Well guess what niggah your just another one to	OFF
I just wish things were how they used to be.	NOT
I'll give him the recognition he deserves when he earns it. Since 09 I feel he has regressed. Sure he was injured, but the D12 saga was bad.	NOT
always wondered if I was lazier or hungrier...lazy is winning the battle. will not get up to go get food. this has gone too far.	NOT
@USER I can't even lie, you snacked him!	NOT
If you are DIFFERENT, they will cut you out.	NOT
@USER bitch please \u270b you know that you can come up whenever .	OFF
at least miley is getting paid to act ratchet, the rest of you do it for free	NOT
My life is so unorganized right now. It's a good thing it's filled with positive beautiful people \u2661\u2665\u2661\u2665	NOT
Can this be over already	NOT
Netflix documentary never fails	NOT
I love it when kiana makes me food\u2764	NOT
best weekend.	NOT
I can't stand making vines of myself. My voice makes me want to punch myself in the face.	OFF
@USER Hmm...thoughts #MAGA?	NOT
@USER You are cum	OFF
I had a cat that scratched my eyes out onetime. Evil...	NOT
@USER I'm not saying I am hungover. In fact, I haven't had a drink this trip. I just appear to be.	NOT
If u gotta problem wit me tell me	NOT
@USER triple dog bia	NOT
@USER @USER Williams displayed her bad tempered side to the world and it is something she will probably always regret. I would say to her be ye never so high that you believe you are above the rules.	NOT
Just destroyed a yellow jacket in the house. That was quite the adrenaline rush.	NOT
"@USER ATTENTION. @USER is publicizing an ANTIFA TARGET list of Trump supporters. Some names are high profile and many are random Trump supporters. PLEASE report him to Twitter! They have NOT suspended his account. Chick the list for YOUR name under Lists""."""	NOT
I lost my glasses.\ue411	NOT
@USER @USER timing for me to do that is gonna suck, since I'm usually in the shower at sunrise.	OFF
@USER @USER I’d love to see an Alan Moore takedown of EVS.   Only issue is I am 100% certain Alan Moore doesn’t know who he is.	NOT
I was cracking up when markus was imitating how I run	NOT
@USER come help decorate \ud83c\udf89	NOT
I'm terrible at black Friday	OFF
Does it have to be this cold..... JezZz\ud83d\ude01\ud83d\ude01	NOT
They down to let it fly for a nigga like me	OFF
@USER She is so gross. An obvious hack	OFF
the beach+this weather+these people=ONE GREAT DAY!!! :) #SouthCarolina	NOT
@USER Yeah! You can’t just wing cooking!   There’s all kinds of measurements you need to follow otherwise it’ll end up tasting like garbage.	OFF
Fallon's hitting the ceiling with a broom. \ud83d\ude02\ud83d\ude02\ud83d\ude02	NOT
Like now uhhh	NOT
@USER you only kept 1?!\ud83d\ude1e	NOT
"@USER Lol Religion of peace"" am I right fellow classical liberals? Izlam totes needs a Reformation"""	NOT
@USER Hell NO	NOT
@USER @USER @USER @USER @USER @USER @USER sounds like a plan\ud83d\udc4c	NOT
@USER @USER So do you think she is a Christian?	NOT
If there was one thing I could be sure of its that we were meant to be together;))	NOT
@USER so is Foles\ud83d\ude02\ud83d\ude02	NOT
@USER absolutely not	NOT
I think your attractive	NOT
@USER I already bought the $130 book	NOT
@USER COFFEE	NOT
@USER congrats bro.	NOT
I swear. IF YOU KEEP COMPLAINING ABOUT EVERY BAND THAT COMES ON STAGE IM GOING TO PUNCH YOU AWAY FROM THE BARRICADE MYSELF.	OFF
87 on my last math test??! I got this #happy #todayisawesomeeee \ud83d\ude1d	NOT
\@vernie_forever: Radioactive\ that's track right there	NOT
For real can we reunite?! @USER @USER miss my cracka nigga. What you doing stupid?!	OFF
@USER right now?	NOT
Friends don't leave smaller friends alone in creepy parking lots..	NOT
Still tho, fuck this golf team	OFF
I love everything I got \ud83d\ude0d	NOT
@USER Clearly I was being facetious lol. Thanks for the compliment\ud83d\ude1a	NOT
It snowed for 17 seconds..	NOT
@USER Oh FFS! This is just sublime. You are getting better and better	NOT
I didn't turn in the project for algebra and I'm still passing	NOT
Every week I'm conflicted over working needing the hours I have a work super badly but being incredibly lazy and burnt out on closing.	NOT
@USER One could say that she is the one coward. She could probably end this charade but continues to sabotage our country with her silence. Plus she’s a sad over facelifted former soft porn model.	OFF
20180917: Don Pittis CBC: Is the People's Party of Canada liberal? It depends on the definition URL	NOT
Im wide awake and ready to work. #letsGo	NOT
@USER how u like da show?	NOT
@USER yeah I thought so! Thanks man	NOT
\ud83d\udc8b	NOT
Sons tonight and the cmas tomorrow night \ud83d\udc4c	NOT
@USER same here :) love you sissy poo!	OFF
@USER lol fuck you	OFF
Tomorrow is gonna suck.	OFF
@USER go to Vegas and back then go to the beach! Lol there have a fun weekend.	NOT
Yeaaaa go hawks	NOT
Nothing new tho	NOT
Broke my toe on my second day in maga.	NOT
@USER the legal kind man, allergy drugs	NOT
Alejandra owes me a cookie tommorrow (:	NOT
Putting a new Mw2 patch on	NOT
@USER ok ya te lo doy +1 (609) 558-0577	NOT
Working today 1pm-10pm someone should come visit me \ud83d\ude05	NOT
@USER I can't get out of my car laughing so hard.	NOT
@USER @USER @USER And people still think this administration is the greatest since sliced bread. Ridiculous.	OFF
@USER dresses are ordered! \ud83d\udc4c\ud83d\ude18\ud83d\udc57	NOT
@USER i agree with this statement.	NOT
\@sammykristen__: i feel like talkin shit.\ctfuu ared wassup sis? Joy or nah?	OFF
Had fun with @USER today \u263a\ufe0f\ud83d\ude18\ud83d\udc9e	NOT
Every time I hear the line I got a heater for your thighs I think @USER and the day at bowling	NOT
A solid hour of tumbling practice, then a solid 2 or 3 hour practice after of stunting &amp; conditioning \ud83d\ude33I'm gonna die #CheerProbs	NOT
@USER @USER @USER If he is from AZ I would put my money on sex with underage kids.	OFF
Never put too much confidence into someone cause in the end they don't deserve it	NOT
@USER I agree. A consistent scorer as well.	NOT
@USER to do drugs tonight?	OFF
@USER who's doing 1984 The Musical?	NOT
@USER @USER @USER Says the little commie thot. I bet that $20 is more than your hourly rate	OFF
@USER how lol	NOT
now you look dumb #saysorry	OFF
@USER what's the word, mockingbird?	NOT
1 &amp; 2 &amp; 3 &amp; 4 &amp; get those sit ups right in, tuck yo tummy tight in	OFF
@USER @USER @USER @USER @USER @USER Her links to Planned Parenthood which is the reason why liberals don't want a conservative judge.	NOT
it feels late af- time to make today my bitch	OFF
Blame it on my ADD baby	NOT
@USER hahaha all good!	NOT
Maybe that means we will see more of Ezra #hopefully	NOT
@USER @USER @USER @USER @USER @USER @USER @USER @USER YES!!! Among my favorite stories! #Darkseid comes back and shows how a perennial evil he is in the universe! The Daxamite menace might be among the most terrible menaces ever read by me!	NOT
@USER Good bye Flakey Fake and good riddance!	OFF
Cesar a pimp \u270a	NOT
especially since I have no free time to actually read all the books I just bought #whysarah	NOT
@USER I thought they turned into Antifa?	NOT
Sexual healing	NOT
all this bombing shits really beginning to scare me.	OFF
I hate this feeling. :/	NOT
@USER MAKE ME FEEL SAFE.	NOT
I really wish we didn't have a quiz in class today so I could skip. I so don't want to go.	NOT
Hitting the books hard! \ud83d\udcda	NOT
Te quiero a ti de regalo por pasar mis ex\u00e1menes :3	NOT
@USER And Donald Trump will never be President	NOT
@USER it's pretty bad....	NOT
@USER @USER perfect \ud83d\ude0d	NOT
@USER why are you ranting about what people say ?\ud83d\ude33	NOT
I'm tired of saying I'm sorry.. I feel like I upset you all the time. I know I'm not good enough But.. I'm trying..	NOT
@USER Don't dignify her stupidity by posting her comments!!!	OFF
Learned a whole human video in 4 practices... Fastest I've ever learned one.	NOT
Work, is NOT what's happening today\ud83d\ude23	NOT
"@USER Suddenly thought of something.u mention in 1 of ur video that they don't know"" where Lay is/he is captured by rf.then Lay has to ""comeback/appear"" then only Kai can bring him back to the island.latest video said he might be in another parallel world.what if"""	NOT
@USER Interesting. Who do you see is harmed by that action?	NOT
Omg. Made plans with too many people. Lord.	NOT
Ice cream truck just came to the job site trying to make a sale and I bought cookies and cream for the foreman and I	NOT
@USER @USER you know it's coming.	NOT
@USER Misplaced anger doesn't make the lies about taking a knee true.  Sorry for her loss but she is WRONG...WRONG...WRONG	NOT
@USER Packing 💼🕶👢 for TX 🤠👍🏼⚽️♥️- hope you are well🤗 #almostcousins♥️	NOT
Hope this will happen idk #thinking	NOT
@USER @USER She is the CEO of ATMOS research &amp; consulting She profits by spreading gloom &amp; telling cities how they can combat climate change Snake oil salesmen are cheaper on taxpayers URL	NOT
OMG I LOVE MILEY CYRUS	NOT
They was on some Ninja ish	NOT
@USER me too omg	NOT
@USER @USER @USER Stop giving me quotes start giving me facts that prove gun control will work	NOT
@USER @USER yeah he was talking about me lol	NOT
@USER lol oh shit.	OFF
You do a great job of acting like you know everything. #Smh	NOT
bitch you have lost your god damn mind.	OFF
Sigan a @USER polit\u00f3loga, ciclista y directora de @USER diario de grilla urbana. (Al menos alguien vigila a Mr. Mancera)	NOT
Prom dress shopping, kansai, and getting our nails done. Perfect day with the girls.Now ready for our night to begin! @USER @USER	NOT
@USER \ud83d\udc4c	NOT
I need to win some cash	NOT
@USER His policies were the worst	OFF
@USER your dad is about to kick someones ass on the bus lol	OFF
@USER What shitty wipers you have	OFF
I've noticed I talk to no girls what's so ever -__-	NOT
PV is one cocky school.	OFF
A FEW MINUTES TIL ILLINOIS. \ud83d\udc95\ud83c\udf03\ud83d\udc4c\u263a	NOT
maybe i want to smoke marijuana...yes, i do want to do that&gt;.&gt;	OFF
Whatever you need \nWhatever u want you can call me	NOT
@USER okay have fun with that haha	NOT
@USER yep	NOT
People who use their past as a crutch&lt;&lt;&lt;&lt;&lt; #NoTime #GoAway	NOT
@USER Dying	NOT
"@USER This is an interesting topic and I'll try to give my best opinion on this topic: First, what does master"" dota2 or chess means; If we assume that to master either one of them implies that you are undisputable the best HUMAN PLAYER in the world at the game in our current time 1/5"""	NOT
I would've hung up also.	OFF
@USER @USER He needs more “gun control!” 😂	NOT
Seeing them happier with someone else&lt;&lt;&lt;	NOT
Outside looking in, you can see the view I see...so you won't understand.	NOT
Ahh Luke Bryan, you get me every time.	NOT
@USER is the brainchild of @USER - He is playing dirty against @USER and Jen is using her ill gotten money against @USER Mailer linking Nixon to anti-Semitism was approved by top Cuomo aides URL	OFF
I know it's hard to remember who we used to be \ud83d\udc94	NOT
\ud83d\ude22\ud83d\udc4e	NOT
I get so scared when I finally go to classes and they're talking projects I have no clue about lmao,	NOT
I hate tests. \ud83d\ude11	OFF
Wtf did I just watch in class	NOT
Goodmorning	NOT
getting very excited for halloweinerrrrr \ud83c\udf19\ud83c\udf83\ud83d\udc7b\ud83c\udf0c	NOT
This is seriously sucks	OFF
@USER \ud83d\udc4b\ud83d\udc4b\ud83d\udc4b\ud83d\udc4b but I'm at school \ud83d\ude29\ud83d\udd2b	NOT
@USER @USER @USER I absolutely agree!! I have tried rallying people on Twitter. Asking them to follow each other. Strength in numbers. I vote. I work the polls for early election and Election Day. I speak with liberals. I forwarded Maxine Walters rants to the secret service.	NOT
\u201c@PrazerGiovanni: Diz a lenda que metade de jampa ta em Gd, ver\u00eddico?\u201d	NOT
@USER @USER @USER My opinion isn’t false just as is you’re isn’t . You can’t downplay my feelings because it doesn’t fit into your narrative. What rights are we taking away??? Better gun control??? If that hurts your soul oh well. A dead child hurts mine more	OFF
Comeover	NOT
@USER Good luck @USER ... not	NOT
@USER I did when iOS 7 first came out.	NOT
Jabari killed it!	OFF
@USER Oh dear. Conservatives will implode over this.	NOT
@USER 6 for his last 30 with 12 K's and he is catcher that CAN'T CATCH!	NOT
